## ================================================================================================================
## Date de Création du fichier     : 2022-05-04
## Auteur                          : Division Hydrographique du Service d'Irrigation - DHSI - (1918 - 1940)
##                                   Direction générale des travaux publics
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)
## Entité                          : URGEO - GEOAZUR - INRAE
## ================================================================================================================
## Code station                    : 40501
## Nom station                     : AMONT DU BASSIN - RIVIERE GRISE
## ----------------------------------------------------------------------------------------------------------------
## Superficie bassin               : 276           ; (DHSI [km²])
## Altitude station                : 220           ; (DHSI [m])
## Longitude                       : 72.11         ; (DHSI [degré.minute W])
## Latitude                        : 18.3          ; (DHSI [degré.minute N])
## Données manquantes              : 15             ; [%]
## Débits disponibles              : 1919-01-01    ; 1940-12-31
## ================================================================================================================
## Champs----------------------------------------------------------------------------------------------------------
## Date                            : date [AAAAMMJJ]
## Q                               : débits [m3/s]
## ================================================================================================================

Date;	Q
19250129;	1.92
19250130;	1.92
19250131;	1.92
19250201;	1.92
19250202;	1.8
19250203;	1.8
19250204;	1.8
19250205;	1.8
19250206;	2.18
19250207;	2.05
19250208;	2.05
19250209;	1.92
19250210;	1.92
19250211;	1.8
19250212;	1.8
19250213;	1.8
19250214;	1.8
19250215;	1.8
19250216;	1.68
19250217;	1.68
19250218;	1.55
19250219;	1.55
19250220;	2.18
19250221;	1.8
19250222;	2.05
19250223;	1.8
19250224;	1.68
19250225;	1.68
19250226;	1.55
19250227;	1.5
19250228;	1.5
19250301;	1.45
19250302;	1.4
19250303;	1.5
19250304;	1.45
19250305;	1.45
19250306;	1.5
19250307;	1.5
19250308;	1.4
19250309;	1.35
19250310;	1.25
19250311;	1.25
19250312;	1.25
19250313;	1.25
19250314;	1.25
19250315;	1.25
19250316;	1.2
19250317;	1.15
19250318;	1.15
19250319;	1.11
19250320;	1.11
19250321;	1.11
19250322;	1.15
19250323;	1.15
19250324;	1.15
19250325;	1.15
19250326;	1.68
19250327;	1.3
19250328;	1
19250329;	1.68
19250330;	1.35
19250331;	1.4
19250401;	1.35
19250402;	1.3
19250403;	1.3
19250404;	1.25
19250405;	1.25
19250406;	1.25
19250407;	1.15
19250408;	1.11
19250409;	1.11
19250410;	1.11
19250411;	1.07
19250412;	1.07
19250413;	1.07
19250414;	1.45
19250415;	1.25
19250416;	1.11
19250417;	1.07
19250418;	0.99
19250419;	0.91
19250420;	0.87
19250421;	0.99
19250422;	1.8
19250423;	2.69
19250424;	6.1
19250425;	8.59
19250426;	7.44
19250427;	9.75
19250428;	9.36
19250429;	8.97
19250430;	6.25
19250501;	4.56
19250502;	3.39
19250503;	2.8
19250504;	2.68
19250505;	2.55
19250506;	2.68
19250507;	2.42
19250508;	2.18
19250509;	2.05
19250510;	2.18
19250511;	2.05
19250512;	5.42
19250513;	3.08
19250514;	2.8
19250515;	2.3
19250516;	2.18
19250517;	2.05
19250518;	2.05
19250519;	1.92
19250520;	1.8
19250521;	1.68
19250522;	1.68
19250523;	1.68
19250524;	1.58
19250525;	1.55
19250526;	1.55
19250527;	1.45
19250528;	1.92
19250529;	3.61
19250530;	3.3
19250531;	4.72
19250601;	4.71
19250602;	6.65
19250603;	4.72
19250604;	3.99
19250605;	3.25
19250606;	3.1
19250607;	2.95
19250608;	3.4
19250609;	8.82
19250610;	7.55
19250611;	4.92
19250612;	2.95
19250613;	3.62
19250614;	3.71
19250615;	3.25
19250616;	5.6
19250617;	3.1
19250618;	5.03
19250619;	6.54
19250620;	3.93
19250621;	2.95
19250622;	2.8
19250623;	2.5
19250624;	2.55
19250625;	2.42
19250626;	2.55
19250627;	2.55
19250628;	2.42
19250629;	2.3
19250630;	2.3
19250701;	3.91
19250702;	5.75
19250703;	4.68
19250704;	3.59
19250705;	3.64
19250706;	8.18
19250707;	8.72
19250708;	6.24
19250709;	5.89
19250710;	4.62
19250711;	3.25
19250712;	5.23
19250713;	5.89
19250714;	5.07
19250715;	3.96
19250716;	3.52
19250717;	2.79
19250718;	6.31
19250719;	5.87
19250720;	5.05
19250721;	8.07
19250722;	8.35
19250723;	8.72
19250724;	9.88
19250725;	6.59
19250726;	5.6
19250727;	4.12
19250728;	4.6
19250729;	7.23
19250730;	5
19250731;	4.47
19250801;	3.72
19250802;	3.1
19250803;	2.95
19250804;	2.95
19250805;	6.67
19250806;	6.34
19250807;	6.38
19250808;	6.47
19250809;	3.52
19250810;	3.37
19250811;	2.68
19250812;	2.68
19250813;	2.68
19250814;	2.42
19250815;	2.55
19250816;	2.55
19250817;	3.4
19250818;	3.1
19250819;	2.95
19250820;	2.68
19250821;	2.55
19250822;	2.42
19250823;	2.4
19250824;	2.42
19250825;	2.3
19250826;	2.3
19250827;	2.3
19250828;	2.3
19250829;	2.3
19250830;	2.18
19250831;	2.3
19250901;	14.9
19250902;	4.5
19250903;	6.55
19250904;	3.25
19250905;	2.8
19250906;	9.57
19250907;	6.08
19250908;	4.3
19250909;	7.1
19250910;	4
19250911;	3.55
19250912;	3.25
19250913;	3.25
19250914;	2.95
19250915;	2.95
19250916;	9.34
19250917;	11.2
19250918;	5.93
19250919;	4.6
19250920;	4.48
19250921;	14.3
19250922;	8.63
19250923;	8.15
19250924;	19.6
19250925;	15.1
19250926;	13.6
19250927;	11.3
19250928;	12.4
19250929;	11
19250930;	10
19251001;	13.8
19251002;	11.5
19251003;	9.8
19251004;	12.6
19251005;	12.6
19251006;	10.9
19251007;	10.4
19251008;	10.4
19251009;	8.5
19251010;	7.56
19251011;	7.72
19251012;	7.42
19251013;	8
19251014;	7.58
19251015;	7.42
19251016;	7.14
19251017;	6.46
19251018;	6.11
19251019;	5.31
19251020;	5.22
19251021;	5.22
19251022;	5.19
19251023;	4.9
19251024;	4.63
19251025;	4.6
19251026;	4.3
19251027;	4.3
19251028;	4
19251029;	4
19251030;	4.36
19251031;	4
19251101;	3.7
19251102;	3.7
19251103;	3.56
19251104;	3.41
19251105;	3.41
19251106;	3.26
19251107;	3.12
19251108;	3.12
19251109;	3.12
19251110;	2.98
19251111;	2.84
19251112;	2.84
19251113;	2.84
19251114;	2.69
19251115;	2.69
19251116;	2.55
19251117;	2.55
19251118;	2.55
19251119;	2.84
19251120;	2.55
19251121;	2.42
19251122;	2.42
19251123;	2.28
19251124;	2.84
19251125;	4.3
19251126;	2.98
19251127;	2.69
19251128;	2.55
19251129;	2.42
19251130;	2.42
19251201;	2.28
19251202;	2.42
19251203;	4
19251204;	2.98
19251205;	2.42
19251206;	2.55
19251207;	2.42
19251208;	2.28
19251209;	2.28
19251210;	2.14
19251211;	2.14
19251212;	2.14
19251213;	2.14
19251214;	2.14
19251215;	2.01
19251216;	2.01
19251217;	2.01
19251218;	2.01
19251219;	2.01
19251220;	2.01
19251221;	1.88
19251222;	1.88
19251223;	1.88
19251224;	1.88
19251225;	1.88
19251226;	1.76
19251227;	1.76
19251228;	1.76
19251229;	1.76
19251230;	1.76
19251231;	1.76
19260101;	1.76
19260102;	1.76
19260103;	1.76
19260104;	1.76
19260105;	1.76
19260106;	1.76
19260107;	1.76
19260108;	1.76
19260109;	1.76
19260110;	1.63
19260111;	1.76
19260112;	1.88
19260113;	2.69
19260114;	3.12
19260115;	2.55
19260116;	2.28
19260117;	2.01
19260118;	2.01
19260119;	1.88
19260120;	1.76
19260121;	1.76
19260122;	1.76
19260123;	1.63
19260124;	1.63
19260125;	1.63
19260126;	1.56
19260127;	1.56
19260128;	1.5
19260129;	1.5
19260130;	1.5
19260131;	1.76
19260201;	1.63
19260202;	1.56
19260203;	1.5
19260204;	1.5
19260205;	1.46
19260206;	1.42
19260207;	1.42
19260208;	1.37
19260209;	1.28
19260210;	1.32
19260211;	1.37
19260212;	1.5
19260213;	1.5
19260214;	1.5
19260215;	1.37
19260216;	1.28
19260217;	1.28
19260218;	1.28
19260219;	1.28
19260220;	1.28
19260221;	1.28
19260222;	1.28
19260223;	1.24
19260224;	1.24
19260225;	1.24
19260226;	1.24
19260227;	1.2
19260228;	1.24
19260301;	1.28
19260302;	1.2
19260303;	1.24
19260304;	1.2
19260305;	1.32
19260306;	1.42
19260307;	1.37
19260308;	1.28
19260309;	1.24
19260310;	1.2
19260311;	1.16
19260312;	1.11
19260313;	1.2
19260314;	1.24
19260315;	1.16
19260316;	1.2
19260317;	1.16
19260318;	1.16
19260319;	1.16
19260320;	1.28
19260321;	1.2
19260322;	1.24
19260323;	1.37
19260324;	1.24
19260325;	1.2
19260326;	1.16
19260327;	1.11
19260328;	1.11
19260329;	1.11
19260330;	1.07
19260331;	0.99
19260401;	0.99
19260402;	0.95
19260403;	0.99
19260404;	0.95
19260405;	0.95
19260406;	0.95
19260407;	0.95
19260408;	0.95
19260409;	0.91
19260410;	0.91
19260411;	0.95
19260412;	1.58
19260413;	1.63
19260414;	1.24
19260415;	1.24
19260416;	1.11
19260417;	1.11
19260418;	1.2
19260419;	1.16
19260420;	1.5
19260421;	1.2
19260422;	1.16
19260423;	1.11
19260424;	1.07
19260425;	1.07
19260426;	1.03
19260427;	1.03
19260428;	1.03
19260429;	0.99
19260430;	1.07
19260501;	1.07
19260502;	1.03
19260503;	0.95
19260504;	0.99
19260505;	1.2
19260506;	1.07
19260507;	1.28
19260508;	1.11
19260509;	1.16
19260510;	1.07
19260511;	2.57
19260512;	2.33
19260513;	2.19
19260514;	1.76
19260515;	2.42
19260516;	1.76
19260517;	1.5
19260518;	1.42
19260519;	1.25
19260520;	1.25
19260521;	1.2
19260522;	1.18
19260523;	1.14
19260524;	1.12
19260525;	1.07
19260526;	1.07
19260527;	1.07
19260528;	1.2
19260529;	1.37
19260530;	1.88
19260531;	1.63
19260601;	2.28
19260602;	2.6
19260603;	2.28
19260604;	2.14
19260605;	2.28
19260606;	2.6
19260607;	2.14
19260608;	2.01
19260609;	1.76
19260610;	1.56
19260611;	1.5
19260612;	1.63
19260613;	3.26
19260614;	2.01
19260615;	2.11
19260616;	4.12
19260617;	6.4
19260618;	3.08
19260619;	2.85
19260620;	2.55
19260621;	2.14
19260622;	2.17
19260623;	3.57
19260624;	3.57
19260625;	2.6
19260626;	3.56
19260627;	2.68
19260628;	2.28
19260629;	2.14
19260630;	2.14
19260701;	4.19
19260702;	5.84
19260703;	4.02
19260704;	5.37
19260705;	3.84
19260706;	4.33
19260707;	5.04
19260708;	4.06
19260709;	4.13
19260710;	3.12
19260711;	2.84
19260712;	2.69
19260713;	2.55
19260714;	2.42
19260715;	2.42
19260716;	2.69
19260717;	2.55
19260718;	2.28
19260719;	2.14
19260720;	2.01
19260721;	1.88
19260722;	2.01
19260723;	1.88
19260724;	1.63
19260725;	5.18
19260726;	6.28
19260727;	3.66
19260728;	2.91
19260729;	2.28
19260730;	14.8
19260731;	5.26
19260801;	3.14
19260802;	2.42
19260803;	2.28
19260804;	6.69
19260805;	2.98
19260806;	2.98
19260807;	2.69
19260808;	4.85
19260809;	11.2
19260810;	8.6
19260811;	9
19260812;	5.37
19260813;	5.37
19260814;	5.37
19260815;	7.47
19260816;	10.6
19260817;	9.52
19260818;	8.44
19260819;	7.36
19260820;	6.28
19260821;	5.2
19260822;	4.12
19260823;	4.4
19260824;	3.57
19260825;	13.1
19260826;	11.6
19260827;	6.05
19260828;	5.37
19260829;	6.05
19260830;	14.2
19260831;	7.8
19260901;	6.75
19260902;	6.75
19260903;	6.75
19260904;	5.7
19260905;	5.37
19260906;	5.04
19260907;	14.2
19260908;	13
19260909;	14.6
19260910;	11.1
19260911;	13.3
19260912;	11.8
19260913;	12.5
19260914;	10.4
19260915;	6.8
19260916;	8.12
19260917;	6.35
19260918;	5.95
19260919;	8.67
19260920;	6.8
19260921;	6.36
19260922;	5.82
19260923;	5.37
19260924;	5.37
19260925;	4.7
19260926;	4.12
19260927;	6.86
19260928;	9.15
19260929;	9.4
19260930;	9
19261001;	8.15
19261002;	6.45
19261003;	5.45
19261004;	4.5
19261005;	3.9
19261006;	7.6
19261007;	4.8
19261008;	4.2
19261009;	5.33
19261010;	6.45
19261011;	5.15
19261012;	6.3
19261013;	6.78
19261014;	9.88
19261015;	11.5
19261016;	10.1
19261017;	9.9
19261018;	6.6
19261019;	5.3
19261020;	4.61
19261021;	4.2
19261022;	4.05
19261023;	3.99
19261024;	3.9
19261025;	3.76
19261026;	3.5
19261027;	4.68
19261028;	6.18
19261029;	5.45
19261030;	4.05
19261031;	4.35
19261101;	3.76
19261102;	3.5
19261103;	3.17
19261104;	2.98
19261105;	2.93
19261106;	3.86
19261107;	8.26
19261108;	5.3
19261109;	4.8
19261110;	4.5
19261111;	4.2
19261112;	3.9
19261113;	5.46
19261114;	4.35
19261115;	3.9
19261116;	3.63
19261117;	3.5
19261118;	7.87
19261119;	5.8
19261120;	5.62
19261121;	5.45
19261122;	5.45
19261123;	5.3
19261124;	4.98
19261125;	4.8
19261126;	4.5
19261127;	4.2
19261128;	4.05
19261129;	3.76
19261130;	3.63
19261201;	3.63
19261202;	3.5
19261203;	3.36
19261204;	3.5
19261205;	3.36
19261206;	3.22
19261207;	3.09
19261208;	3.09
19261209;	3.04
19261210;	2.91
19261211;	2.83
19261212;	2.71
19261213;	2.71
19261214;	2.71
19261215;	2.59
19261216;	2.54
19261217;	2.47
19261218;	2.35
19261219;	2.35
19261220;	2.31
19261221;	2.31
19261222;	2.24
19261223;	2.24
19261224;	2.24
19261225;	2.24
19261226;	2.24
19261227;	2.2
19261228;	2.04
19261229;	2
19261230;	1.95
19261231;	1.91
19270101;	2.09
19270102;	2.11
19270103;	2.02
19270104;	2
19270105;	2.11
19270106;	2.13
19270107;	2.11
19270108;	2.06
19270109;	2.15
19270110;	2.09
19270111;	2.59
19270112;	2.4
19270113;	2.99
19270114;	2.45
19270115;	2.47
19270116;	2.33
19270117;	2.71
19270118;	2.59
19270119;	2.35
19270120;	2.24
19270121;	2.17
19270122;	2.06
19270123;	2.04
19270124;	1.9
19270125;	1.93
19270126;	1.91
19270127;	1.79
19270128;	1.79
19270129;	1.69
19270130;	1.69
19270131;	1.63
19270201;	1.56
19270202;	1.52
19270203;	1.54
19270204;	1.5
19270205;	1.48
19270206;	1.42
19270207;	1.42
19270208;	1.41
19270209;	1.37
19270210;	1.37
19270211;	1.46
19270212;	1.41
19270213;	1.39
19270214;	1.39
19270215;	1.42
19270216;	1.39
19270217;	1.42
19270218;	1.48
19270219;	1.46
19270220;	1.39
19270221;	1.35
19270222;	1.43
19270223;	1.48
19270224;	1.44
19270225;	1.46
19270226;	1.48
19270227;	1.48
19270228;	1.56
19270301;	2.11
19270302;	2.07
19270303;	1.92
19270304;	1.94
19270305;	1.96
19270306;	1.76
19270307;	1.73
19270308;	1.71
19270309;	1.5
19270310;	1.48
19270311;	1.5
19270312;	1.29
19270313;	1.29
19270314;	1.29
19270315;	1.59
19270316;	1.44
19270317;	1.4
19270318;	1.4
19270319;	1.42
19270320;	1.42
19270321;	1.54
19270322;	1.51
19270323;	1.42
19270324;	1.44
19270325;	1.76
19270326;	1.65
19270327;	1.48
19270328;	1.4
19270329;	1.4
19270330;	1.34
19270331;	1.27
19270401;	1.12
19270402;	1.1
19270403;	1.08
19270404;	1.1
19270405;	1.1
19270406;	1.12
19270407;	1.1
19270408;	1.15
19270409;	1.15
19270410;	1.23
19270411;	1.36
19270412;	1.21
19270413;	1.08
19270414;	1.6
19270415;	3.88
19270416;	3.82
19270417;	3.93
19270418;	5.36
19270419;	5.64
19270420;	3.42
19270421;	2.57
19270422;	2.2
19270423;	1.92
19270424;	1.73
19270425;	1.48
19270426;	1.46
19270427;	1.71
19270428;	2.45
19270429;	2.06
19270430;	1.71
19270501;	1.52
19270502;	1.36
19270503;	1.52
19270504;	1.36
19270505;	1.25
19270506;	1.52
19270507;	1.99
19270508;	2.6
19270509;	4.77
19270510;	3.93
19270511;	3.33
19270512;	3.64
19270513;	3.27
19270514;	2.8
19270515;	2.53
19270516;	2.95
19270517;	4.2
19270518;	5.9
19270519;	4.2
19270520;	3.3
19270521;	3.07
19270522;	2.87
19270523;	3.59
19270524;	3.79
19270525;	5.11
19270526;	5.56
19270527;	4.72
19270528;	4.98
19270529;	8.47
19270530;	12.7
19270531;	14.7
19270601;	14
19270602;	12.1
19270603;	7.51
19270604;	5.39
19270605;	6.4
19270606;	7.98
19270607;	7.3
19270608;	7.29
19270609;	7.25
19270610;	6.45
19270611;	7.1
19270612;	9.3
19270613;	7.62
19270614;	7.62
19270615;	7.62
19270616;	7.62
19270617;	7.62
19270618;	7.62
19270619;	7.62
19270620;	9.19
19270621;	8.45
19270622;	7.7
19270623;	6.96
19270624;	6.22
19270625;	5.48
19270626;	4.74
19270627;	4
19270628;	4
19270629;	3.88
19270630;	4.69
19270701;	4.98
19270702;	3.5
19270703;	3.09
19270704;	2.78
19270705;	2.88
19270706;	3.17
19270707;	2.96
19270708;	2.76
19270709;	2.59
19270710;	2.52
19270711;	2.61
19270712;	3.28
19270713;	3.04
19270714;	2.94
19270715;	4
19270716;	4.2
19270717;	3.63
19270718;	3.58
19270719;	4.72
19270720;	4.5
19270721;	4.5
19270722;	5.62
19270723;	4.77
19270724;	3.76
19270725;	3.63
19270726;	3.4
19270727;	3.22
19270728;	3.16
19270729;	6.27
19270730;	8.6
19270731;	6.92
19270801;	5.73
19270802;	4.68
19270803;	4.62
19270804;	6.46
19270805;	10.5
19270806;	8.15
19270807;	8.9
19270808;	8.7
19270809;	9.56
19270810;	12.4
19270811;	13.2
19270812;	13.6
19270813;	11
19270814;	11.3
19270815;	10.5
19270816;	9.5
19270817;	8.57
19270818;	8.5
19270819;	6.77
19270820;	5.7
19270821;	5.15
19270822;	4.88
19270823;	5
19270824;	7.63
19270825;	9.3
19270826;	6.04
19270827;	5.2
19270828;	5.05
19270829;	5.55
19270830;	13.2
19270831;	9.5
19270901;	7.45
19270902;	6.75
19270903;	6.6
19270904;	6.74
19270905;	7.12
19270906;	9.3
19270907;	13.1
19270908;	15.4
19270909;	15.3
19270910;	15
19270911;	14
19270912;	14
19270913;	14.8
19270914;	13
19270915;	13
19270916;	13
19270917;	13
19270918;	13
19270919;	12.5
19270920;	12.9
19270921;	12.5
19270922;	15.7
19270923;	15.1
19270924;	14.6
19270925;	13
19270926;	10.5
19270927;	9.9
19270928;	10.6
19270929;	11.8
19270930;	12.8
19271001;	8.55
19271002;	7.95
19271003;	9.8
19271004;	8.55
19271005;	8.25
19271006;	8.55
19271007;	8.25
19271008;	8.55
19271009;	8.25
19271010;	9.1
19271011;	9.8
19271012;	9.1
19271013;	12.1
19271014;	12.5
19271015;	15
19271016;	20.3
19271017;	14.5
19271018;	12.2
19271019;	11.4
19271020;	11
19271021;	10.6
19271022;	9.9
19271023;	10.6
19271024;	9.9
19271025;	9.9
19271026;	9.9
19271027;	9.9
19271028;	10.6
19271029;	9.2
19271030;	9.2
19271031;	10.25
19271101;	10.25
19271102;	8.85
19271103;	7.2
19271104;	6.3
19271105;	6
19271106;	5.7
19271107;	5.4
19271108;	5.1
19271109;	4.8
19271110;	4.66
19271111;	5.4
19271112;	5.4
19271113;	4.6
19271114;	4.52
19271115;	4.52
19271116;	8.15
19271117;	6
19271118;	5.7
19271119;	5.4
19271120;	5.4
19271121;	5.7
19271122;	5.1
19271123;	4.8
19271124;	5.1
19271125;	6.3
19271126;	5.7
19271127;	5.1
19271128;	4.8
19271129;	4.66
19271130;	4.38
19271201;	4.38
19271202;	4.24
19271203;	4.24
19271204;	4.12
19271205;	4
19271206;	4
19271207;	3.76
19271208;	3.95
19271209;	3.65
19271210;	3.95
19271211;	3.65
19271212;	3.65
19271213;	3.65
19271214;	3.65
19271215;	3.65
19271216;	3.35
19271217;	3.35
19271218;	3.3
19271219;	3.2
19271220;	3.1
19271221;	3.01
19271222;	2.9
19271223;	2.9
19271224;	2.8
19271225;	2.8
19271226;	2.78
19271227;	2.78
19271228;	2.78
19271229;	2.78
19271230;	2.63
19271231;	2.68
19280101;	2.68
19280102;	2.58
19280103;	2.58
19280104;	2.48
19280105;	2.68
19280106;	2.58
19280107;	2.58
19280108;	2.58
19280109;	2.58
19280110;	2.48
19280111;	2.48
19280112;	2.38
19280113;	2.48
19280114;	2.48
19280115;	2.38
19280116;	2.38
19280117;	2.38
19280118;	2.38
19280119;	2.28
19280120;	2.28
19280121;	2.28
19280122;	2.18
19280123;	2.18
19280124;	2.18
19280125;	2.18
19280126;	2.18
19280127;	2.18
19280128;	2.13
19280129;	2.28
19280130;	2.28
19280131;	2.28
19280201;	2.28
19280202;	2.28
19280203;	2.18
19280204;	2.28
19280205;	2.18
19280206;	2.18
19280207;	2.18
19280208;	2.09
19280209;	2
19280210;	1.91
19280211;	1.91
19280212;	1.91
19280213;	1.82
19280214;	1.73
19280215;	1.73
19280216;	1.64
19280217;	1.64
19280218;	1.64
19280219;	1.64
19280220;	1.64
19280221;	1.64
19280222;	1.64
19280223;	1.64
19280224;	1.55
19280225;	1.55
19280226;	1.51
19280227;	1.47
19280228;	1.39
19280229;	1.39
19280301;	1.43
19280302;	1.64
19280303;	1.64
19280304;	1.51
19280305;	1.47
19280306;	1.35
19280307;	1.31
19280308;	1.31
19280309;	1.31
19280310;	1.31
19280311;	1.31
19280312;	1.31
19280313;	1.35
19280314;	1.39
19280315;	1.39
19280316;	1.55
19280317;	1.51
19280318;	1.47
19280319;	1.43
19280320;	1.47
19280321;	2.09
19280322;	2.68
19280323;	2.48
19280324;	2.09
19280325;	1.82
19280326;	1.64
19280327;	1.64
19280328;	1.6
19280329;	1.56
19280330;	1.52
19280331;	1.59
19280401;	1.56
19280402;	1.96
19280403;	1.98
19280404;	1.8
19280405;	1.72
19280406;	2.57
19280407;	2.74
19280408;	2.02
19280409;	2.01
19280410;	1.87
19280411;	1.7
19280412;	1.72
19280413;	1.64
19280414;	1.55
19280415;	1.47
19280416;	1.47
19280417;	1.47
19280418;	1.65
19280419;	1.94
19280420;	1.74
19280421;	1.61
19280422;	1.58
19280423;	1.45
19280424;	1.47
19280425;	1.45
19280426;	1.41
19280427;	1.27
19280428;	1.55
19280429;	1.55
19280430;	1.55
19280501;	1.55
19280502;	1.64
19280503;	2.09
19280504;	3.4
19280505;	2.68
19280506;	2.28
19280507;	2.09
19280508;	2.09
19280509;	47.6
19280510;	44
19280511;	15.3
19280512;	10.3
19280513;	9
19280514;	7.1
19280515;	10.9
19280516;	10.5
19280517;	10.4
19280518;	8.6
19280519;	26.4
19280520;	19.8
19280521;	19.2
19280522;	12.6
19280523;	12.1
19280524;	9
19280525;	5.3
19280526;	5
19280527;	4.9
19280528;	5.1
19280529;	5.4
19280530;	4.8
19280531;	4.52
19280601;	4.52
19280602;	4.24
19280603;	4
19280604;	4
19280605;	3.88
19280606;	3.64
19280607;	3.64
19280608;	3.4
19280609;	3.4
19280610;	3.28
19280611;	3.28
19280612;	3.18
19280613;	3.08
19280614;	3.08
19280615;	2.98
19280616;	2.9
19280617;	2.88
19280618;	2.78
19280619;	2.78
19280620;	2.88
19280621;	2.88
19280622;	2.88
19280623;	2.68
19280624;	2.58
19280625;	2.58
19280626;	2.46
19280627;	2.48
19280628;	2.68
19280629;	2.88
19280630;	3.18
19280701;	2.78
19280702;	2.58
19280703;	2.58
19280704;	2.49
19280705;	2.28
19280706;	2.18
19280707;	2.28
19280708;	2.38
19280709;	2.38
19280710;	2.38
19280711;	2.58
19280712;	2.38
19280713;	2.28
19280714;	2.28
19280715;	2.09
19280716;	2.09
19280717;	2.09
19280718;	2.18
19280719;	2.18
19280720;	2.18
19280721;	2.18
19280722;	2.09
19280723;	2.18
19280724;	2.18
19280725;	2.18
19280726;	2.18
19280727;	2.18
19280728;	2.28
19280729;	2.28
19280730;	2.28
19280731;	2
19280801;	1.91
19280802;	2
19280803;	2.38
19280804;	2.5
19280805;	2.05
19280806;	2.26
19280807;	2.19
19280808;	2.26
19280809;	2.58
19280810;	135
19280811;	150
19280812;	39
19280813;	23.5
19280814;	18.7
19280815;	11.2
19280816;	9.6
19280817;	8.4
19280818;	6.5
19280819;	6.1
19280820;	6.2
19280821;	6.4
19280822;	6.3
19280823;	15.6
19280824;	12.2
19280825;	15.4
19280826;	15.4
19280827;	15.4
19280828;	15.4
19280829;	10.8
19280830;	10.8
19280831;	6.9
19280901;	6.7
19280902;	24.5
19280903;	24.5
19280904;	15.4
19280905;	12.3
19280906;	12.2
19280907;	12.4
19280908;	7.95
19280909;	11
19280910;	9.6
19280911;	7.95
19280912;	7.6
19280913;	10.9
19280914;	8.05
19280915;	7.9
19280916;	7.8
19280917;	6.9
19280918;	8.35
19280919;	7.9
19280920;	6.05
19280921;	6.2
19280922;	6.2
19280923;	5.65
19280924;	5.65
19280925;	4.9
19280926;	5.1
19280927;	4.8
19280928;	4.5
19280929;	9
19280930;	7.8
19281001;	5.35
19281002;	5.35
19281003;	4.26
19281004;	6.5
19281005;	7.7
19281006;	10
19281007;	10.25
19281008;	9.1
19281009;	6.7
19281010;	4.76
19281011;	3.82
19281012;	3.92
19281013;	3.74
19281014;	3.74
19281015;	3.1
19281016;	3.04
19281017;	6.9
19281018;	3.32
19281019;	3.3
19281020;	3.28
19281021;	7.9
19281022;	3.74
19281023;	3.38
19281024;	2.27
19281025;	11.25
19281026;	11.55
19281027;	4.02
19281028;	7.7
19281029;	4.66
19281030;	15.1
19281031;	12.2
19281101;	11.05
19281102;	10.95
19281103;	9.6
19281104;	7
19281105;	6.6
19281106;	4.84
19281107;	3.58
19281108;	8.56
19281109;	3.46
19281110;	3.46
19281111;	4.58
19281112;	4.54
19281113;	4.54
19281114;	4.54
19281115;	7.95
19281116;	7.95
19281117;	8.35
19281118;	7.05
19281119;	6.45
19281120;	5.85
19281121;	5.15
19281122;	4.62
19281123;	3.86
19281124;	3.86
19281125;	9.68
19281126;	12.45
19281127;	9.7
19281128;	8.25
19281129;	8.35
19281130;	7
19281201;	7.25
19281202;	3.82
19281203;	3.56
19281204;	3.46
19281205;	3.46
19281206;	3.38
19281207;	3.46
19281208;	3.46
19281209;	3.28
19281210;	3.46
19281211;	3.64
19281212;	3.82
19281213;	4
19281214;	4.2
19281215;	4.12
19281216;	4.02
19281217;	3.94
19281218;	3.84
19281219;	3.12
19281220;	2.94
19281221;	2.94
19281222;	2.94
19281223;	2.76
19281224;	2.76
19281225;	2.76
19281226;	2.76
19281227;	2.76
19281228;	2.76
19281229;	2.6
19281230;	2.6
19281231;	2.6
19290101;	2.6
19290102;	2.6
19290103;	2.58
19290104;	2.58
19290105;	2.56
19290106;	2.56
19290107;	2.54
19290108;	2.54
19290109;	2.52
19290110;	2.52
19290111;	2.8
19290112;	2.5
19290113;	2.48
19290114;	2.48
19290115;	2.46
19290116;	2.46
19290117;	2.44
19290118;	2.44
19290119;	2.44
19290120;	2.44
19290121;	2.41
19290122;	2.37
19290123;	2.33
19290124;	2.29
19290125;	2.25
19290126;	2.24
19290127;	2.22
19290128;	2.2
19290129;	2.18
19290130;	2.16
19290131;	2.14
19290201;	2.12
19290202;	2.1
19290203;	2.08
19290204;	2.06
19290205;	2.04
19290206;	2.09
19290207;	2.17
19290208;	2.41
19290209;	2.17
19290210;	1.94
19290211;	1.92
19290212;	1.9
19290213;	1.88
19290214;	1.86
19290215;	1.84
19290216;	1.82
19290217;	1.8
19290218;	1.78
19290219;	1.78
19290220;	1.78
19290221;	1.78
19290222;	1.78
19290223;	1.78
19290224;	1.78
19290225;	1.78
19290226;	1.78
19290227;	1.78
19290228;	1.78
19290301;	1.77
19290302;	1.77
19290303;	1.77
19290304;	1.77
19290305;	1.77
19290306;	1.77
19290307;	1.77
19290308;	2.1
19290309;	1.96
19290310;	1.9
19290311;	1.88
19290312;	1.76
19290313;	1.76
19290314;	1.76
19290315;	1.76
19290316;	1.76
19290317;	1.76
19290318;	2.04
19290319;	1.76
19290320;	1.76
19290321;	1.76
19290322;	1.76
19290323;	1.68
19290324;	1.6
