,Date,	P
2004,1925-06-27,0.0
2005,1925-06-28,15.4
2006,1925-06-29,28.2
2007,1925-06-30,7.2
2008,1925-07-01,25.3
2009,1925-07-02,29.4
2010,1925-07-03,26.2
2011,1925-07-04,23.3
2012,1925-07-05,34.2
2013,1925-07-06,0.0
2014,1925-07-07,0.0
2015,1925-07-08,10.3
2016,1925-07-09,7.4
2017,1925-07-10,0.0
2018,1925-07-11,20.3
2019,1925-07-12,14.2
2020,1925-07-13,0.0
2021,1925-07-14,0.0
2022,1925-07-15,0.0
2023,1925-07-16,21.2
2024,1925-07-17,11.4
2025,1925-07-18,8.3
2026,1925-07-19,24.3
2027,1925-07-20,35.3
2028,1925-07-21,30.4
2029,1925-07-22,24.3
2030,1925-07-23,7.4
2031,1925-07-24,0.0
2032,1925-07-25,0.0
2033,1925-07-26,32.3
2034,1925-07-27,18.4
2035,1925-07-28,32.2
2036,1925-07-29,0.0
2037,1925-07-30,0.0
2038,1925-07-31,37.3
2039,1925-08-01,38.2
2040,1925-08-02,0.0
2041,1925-08-03,15.4
2042,1925-08-04,12.3
2043,1925-08-05,0.0
2044,1925-08-06,17.2
2045,1925-08-07,0.0
2046,1925-08-08,22.3
2047,1925-08-09,0.0
2048,1925-08-10,0.0
2049,1925-08-11,7.0
2050,1925-08-12,0.0
2051,1925-08-13,0.0
2052,1925-08-14,21.4
2053,1925-08-15,17.3
2054,1925-08-16,25.2
2055,1925-08-17,11.3
2056,1925-08-18,27.4
2057,1925-08-19,0.0
2058,1925-08-20,24.2
2059,1925-08-21,0.0
2060,1925-08-22,15.3
2061,1925-08-23,0.0
2062,1925-08-24,16.2
2063,1925-08-25,0.0
2064,1925-08-26,0.0
2065,1925-08-27,0.0
2066,1925-08-28,34.3
2067,1925-08-29,0.0
2068,1925-08-30,42.2
2069,1925-08-31,0.0
2070,1925-09-01,27.2
2071,1925-09-02,23.4
2072,1925-09-03,9.3
2073,1925-09-04,0.0
2074,1925-09-05,39.2
2075,1925-09-06,22.3
2076,1925-09-07,5.4
2077,1925-09-08,0.0
2078,1925-09-09,0.0
2079,1925-09-10,0.0
2080,1925-09-11,0.0
2081,1925-09-12,14.2
2082,1925-09-13,0.0
2083,1925-09-14,0.0
2084,1925-09-15,37.3
2085,1925-09-16,24.5
2086,1925-09-17,4.2
2087,1925-09-18,0.0
2088,1925-09-19,39.4
2089,1925-09-20,34.2
2090,1925-09-21,32.3
2091,1925-09-22,37.5
2092,1925-09-23,43.2
2093,1925-09-24,32.3
2094,1925-09-25,44.2
2095,1925-09-26,0.0
2096,1925-09-27,23.5
2097,1925-09-28,0.0
2098,1925-09-29,7.3
2099,1925-09-30,0.0
2100,1925-10-01,11.4
2101,1925-10-02,0.0
2102,1925-10-03,0.0
2103,1925-10-04,42.5
2104,1925-10-05,21.3
2105,1925-10-06,0.0
2106,1925-10-07,0.0
2107,1925-10-08,24.2
2108,1925-10-09,12.4
2109,1925-10-10,5.2
2110,1925-10-11,27.4
2111,1925-10-12,0.0
2112,1925-10-13,0.0
2113,1925-10-14,0.0
2114,1925-10-15,0.0
2115,1925-10-16,0.0
2116,1925-10-17,0.0
2117,1925-10-18,0.0
2118,1925-10-19,0.0
2119,1925-10-20,0.0
2120,1925-10-21,0.0
2121,1925-10-22,0.0
2122,1925-10-23,10.3
2123,1925-10-24,0.0
2124,1925-10-25,0.0
2125,1925-10-26,0.0
2126,1925-10-27,24.5
2127,1925-10-28,32.3
2128,1925-10-29,43.2
2129,1925-10-30,33.4
2130,1925-10-31,0.0
2131,1925-11-01,23.4
2132,1925-11-02,0.0
2133,1925-11-03,15.3
2134,1925-11-04,0.0
2135,1925-11-05,0.0
2136,1925-11-06,0.0
2137,1925-11-07,0.0
2138,1925-11-08,0.0
2139,1925-11-09,0.0
2140,1925-11-10,0.0
2141,1925-11-11,0.0
2142,1925-11-12,0.0
2143,1925-11-13,0.0
2144,1925-11-14,0.0
2145,1925-11-15,0.0
2146,1925-11-16,0.0
2147,1925-11-17,0.0
2148,1925-11-18,0.0
2150,1925-11-20,0.0
2151,1925-11-21,0.0
2152,1925-11-22,0.0
2153,1925-11-23,15.2
2154,1925-11-24,17.3
2155,1925-11-25,0.0
2156,1925-11-26,0.0
2157,1925-11-27,19.4
2158,1925-11-28,0.0
2159,1925-11-29,0.0
2160,1925-11-30,0.0
2161,1925-12-01,0.0
2162,1925-12-02,0.0
2163,1925-12-03,0.0
2164,1925-12-04,0.0
2165,1925-12-05,0.0
2166,1925-12-06,0.0
2167,1925-12-07,0.0
2168,1925-12-08,0.0
2169,1925-12-09,0.0
2170,1925-12-10,0.0
2171,1925-12-11,0.0
2172,1925-12-12,0.0
2173,1925-12-13,0.0
2174,1925-12-14,0.0
2175,1925-12-15,0.0
2176,1925-12-16,0.0
2177,1925-12-17,0.0
2178,1925-12-18,0.0
2179,1925-12-19,0.0
2180,1925-12-20,0.0
2181,1925-12-21,0.0
2182,1925-12-22,0.0
2183,1925-12-23,11.3
2184,1925-12-24,0.0
2185,1925-12-25,0.0
2186,1925-12-26,0.0
2187,1925-12-27,0.0
2188,1925-12-28,0.0
2189,1925-12-29,0.0
2190,1925-12-30,0.0
2191,1925-12-31,0.0
2192,1926-01-01,5.0
2193,1926-01-02,0.0
2194,1926-01-03,0.0
2195,1926-01-04,0.0
2196,1926-01-05,0.0
2197,1926-01-06,0.0
2198,1926-01-07,0.0
2199,1926-01-08,0.0
2200,1926-01-09,0.0
2201,1926-01-10,0.0
2202,1926-01-11,9.2
2203,1926-01-12,25.3
2204,1926-01-13,0.0
2205,1926-01-14,0.0
2206,1926-01-15,0.0
2207,1926-01-16,0.0
2208,1926-01-17,0.0
2209,1926-01-18,0.0
2210,1926-01-19,0.0
2211,1926-01-20,0.0
2212,1926-01-21,0.0
2213,1926-01-22,0.0
2214,1926-01-23,0.0
2215,1926-01-24,0.0
2216,1926-01-25,0.0
2217,1926-01-26,0.0
2218,1926-01-27,0.0
2219,1926-01-28,11.4
2220,1926-01-29,0.0
2221,1926-01-30,0.0
2222,1926-01-31,0.0
2223,1926-02-01,0.0
2224,1926-02-02,0.0
2225,1926-02-03,0.0
2226,1926-02-04,0.0
2227,1926-02-05,0.0
2228,1926-02-06,0.0
2229,1926-02-07,0.0
2230,1926-02-08,0.0
2231,1926-02-09,0.0
2232,1926-02-10,0.0
2233,1926-02-11,0.0
2234,1926-02-12,0.0
2235,1926-02-13,0.0
2236,1926-02-14,0.0
2237,1926-02-15,0.0
2238,1926-02-16,0.0
2239,1926-02-17,0.0
2240,1926-02-18,0.0
2241,1926-02-19,0.0
2242,1926-02-20,0.0
2243,1926-02-21,0.0
2244,1926-02-22,0.0
2245,1926-02-23,0.0
2246,1926-02-24,0.0
2247,1926-02-25,0.0
2248,1926-02-26,0.0
2249,1926-02-27,0.0
2250,1926-02-28,0.0
2251,1926-03-01,0.0
2252,1926-03-02,0.0
2253,1926-03-03,0.0
2254,1926-03-04,7.3
2255,1926-03-05,4.2
2256,1926-03-06,5.3
2257,1926-03-07,0.0
2258,1926-03-08,0.0
2259,1926-03-09,0.0
2260,1926-03-10,0.0
2261,1926-03-11,0.0
2262,1926-03-12,0.0
2263,1926-03-13,0.0
2264,1926-03-14,7.2
2265,1926-03-15,0.0
2266,1926-03-16,0.0
2267,1926-03-17,0.0
2268,1926-03-18,11.3
2269,1926-03-19,12.4
2270,1926-03-20,16.3
2271,1926-03-21,0.0
2272,1926-03-22,4.3
2273,1926-03-23,10.3
2274,1926-03-24,0.0
2275,1926-03-25,0.0
2276,1926-03-26,0.0
2277,1926-03-27,0.0
2278,1926-03-28,6.4
2279,1926-03-29,0.0
2280,1926-03-30,0.0
2281,1926-03-31,0.0
2282,1926-04-01,0.0
2283,1926-04-02,0.0
2284,1926-04-03,0.0
2285,1926-04-04,0.0
2286,1926-04-05,24.3
2287,1926-04-06,0.0
2288,1926-04-07,11.4
2289,1926-04-08,6.2
2290,1926-04-09,0.0
2291,1926-04-10,0.0
2292,1926-04-11,7.3
2293,1926-04-12,32.4
2294,1926-04-13,59.3
2295,1926-04-14,19.4
2296,1926-04-15,0.0
2297,1926-04-16,0.0
2298,1926-04-17,42.7
2299,1926-04-18,34.7
2300,1926-04-19,0.0
2301,1926-04-20,0.0
2302,1926-04-21,0.0
2303,1926-04-22,0.0
2304,1926-04-23,11.4
2305,1926-04-24,0.0
2306,1926-04-25,0.0
2307,1926-04-26,0.0
2308,1926-04-27,14.2
2309,1926-04-28,37.3
2310,1926-04-29,43.4
2311,1926-04-30,27.3
2312,1926-05-01,23.2
2313,1926-05-02,0.0
2314,1926-05-03,0.0
2315,1926-05-04,25.3
2316,1926-05-05,0.0
2317,1926-05-06,0.0
2318,1926-05-07,0.0
2319,1926-05-08,0.0
2320,1926-05-09,0.0
2321,1926-05-10,37.2
2322,1926-05-11,42.4
2323,1926-05-12,9.3
2325,1926-05-14,0.0
2326,1926-05-15,0.0
2327,1926-05-16,4.1
2328,1926-05-17,0.0
2329,1926-05-18,38.4
2330,1926-05-19,17.2
2331,1926-05-20,0.0
2332,1926-05-21,0.0
2333,1926-05-22,0.0
2334,1926-05-23,0.0
2335,1926-05-24,27.3
2336,1926-05-25,34.5
2337,1926-05-26,0.0
2338,1926-05-27,0.0
2339,1926-05-28,45.3
2340,1926-05-29,36.2
2341,1926-05-30,38.4
2342,1926-05-31,0.0
2343,1926-06-01,26.4
2344,1926-06-02,33.5
2345,1926-06-03,42.3
2346,1926-06-04,37.4
2347,1926-06-05,28.3
2348,1926-06-06,0.0
2349,1926-06-07,0.0
2350,1926-06-08,29.4
2351,1926-06-09,0.0
2352,1926-06-10,34.3
2353,1926-06-11,29.5
2354,1926-06-12,44.3
2355,1926-06-13,31.2
2356,1926-06-14,0.0
2357,1926-06-15,18.4
2358,1926-06-16,55.3
2359,1926-06-17,21.5
2360,1926-06-18,0.0
2361,1926-06-19,43.4
2362,1926-06-20,14.5
2363,1926-06-21,36.2
2364,1926-06-22,0.0
2365,1926-06-23,39.5
2366,1926-06-24,35.4
2367,1926-06-25,0.0
2368,1926-06-26,0.0
2369,1926-06-27,0.0
2370,1926-06-28,0.0
2371,1926-06-29,27.3
2372,1926-06-30,16.4
2373,1926-07-01,0.0
2374,1926-07-02,19.3
2375,1926-07-03,55.4
2376,1926-07-04,53.5
2377,1926-07-05,36.4
2378,1926-07-06,29.3
2379,1926-07-07,20.5
2380,1926-07-08,0.0
2381,1926-07-09,10.4
2382,1926-07-10,0.0
2383,1926-07-11,22.3
2384,1926-07-12,0.0
2385,1926-07-13,0.0
2386,1926-07-14,12.3
2387,1926-07-15,39.5
2388,1926-07-16,47.2
2389,1926-07-17,0.0
2390,1926-07-18,0.0
2391,1926-07-19,0.0
2392,1926-07-20,23.4
2393,1926-07-21,18.3
2394,1926-07-22,0.0
2395,1926-07-23,0.0
2396,1926-07-24,0.0
2397,1926-07-25,0.0
2398,1926-07-26,0.0
2399,1926-07-27,11.5
2400,1926-07-28,23.4
2401,1926-07-29,0.0
2402,1926-07-30,0.0
2403,1926-07-31,0.0
2404,1926-08-01,54.3
2405,1926-08-02,0.0
2406,1926-08-03,36.4
2407,1926-08-04,27.5
2408,1926-08-05,0.0
2409,1926-08-06,23.2
2410,1926-08-07,48.3
2411,1926-08-08,35.4
2412,1926-08-09,37.5
2413,1926-08-10,14.3
2414,1926-08-11,26.5
2415,1926-08-12,22.3
2416,1926-08-13,53.4
2417,1926-08-14,0.0
2418,1926-08-15,19.4
2419,1926-08-16,8.3
2420,1926-08-17,0.0
2421,1926-08-18,0.0
2422,1926-08-19,38.4
2423,1926-08-20,0.0
2424,1926-08-21,0.0
2425,1926-08-22,0.0
2426,1926-08-23,0.0
2427,1926-08-24,15.5
2428,1926-08-25,0.0
2429,1926-08-26,0.0
2430,1926-08-27,0.0
2431,1926-08-28,17.2
2432,1926-08-29,16.5
2433,1926-08-30,0.0
2434,1926-08-31,0.0
2435,1926-09-01,21.4
2436,1926-09-02,28.3
2437,1926-09-03,29.5
2438,1926-09-04,0.0
2439,1926-09-05,34.3
2440,1926-09-06,84.2
2441,1926-09-07,42.5
2442,1926-09-08,27.4
2443,1926-09-09,0.0
2444,1926-09-10,0.0
2445,1926-09-11,0.0
2446,1926-09-12,15.3
2447,1926-09-13,36.4
2448,1926-09-14,0.0
2449,1926-09-15,32.3
2450,1926-09-16,0.0
2451,1926-09-17,0.0
2452,1926-09-18,0.0
2453,1926-09-19,0.0
2454,1926-09-20,37.5
2455,1926-09-21,29.4
2456,1926-09-22,0.0
2457,1926-09-23,0.0
2458,1926-09-24,0.0
2459,1926-09-25,0.0
2460,1926-09-26,35.3
2461,1926-09-27,39.5
2462,1926-09-28,28.4
2463,1926-09-29,42.5
2464,1926-09-30,27.3
2465,1926-10-01,0.0
2466,1926-10-02,26.4
2467,1926-10-03,34.5
2468,1926-10-04,23.4
2469,1926-10-05,28.2
2470,1926-10-06,23.5
2471,1926-10-07,15.3
2472,1926-10-08,36.4
2473,1926-10-09,48.5
2474,1926-10-10,0.0
2475,1926-10-11,39.2
2476,1926-10-12,34.3
2477,1926-10-13,25.4
2478,1926-10-14,0.0
2479,1926-10-15,0.0
2480,1926-10-16,0.0
2481,1926-10-17,28.2
2482,1926-10-18,14.5
2483,1926-10-19,0.0
2484,1926-10-20,0.0
2485,1926-10-21,0.0
2486,1926-10-22,0.0
2487,1926-10-23,37.2
2488,1926-10-24,19.3
2489,1926-10-25,0.0
2490,1926-10-26,24.3
2491,1926-10-27,35.2
2492,1926-10-28,0.0
2493,1926-10-29,0.0
2494,1926-10-30,14.5
2495,1926-10-31,0.0
2496,1926-11-01,0.0
2497,1926-11-02,0.0
2498,1926-11-03,0.0
2499,1926-11-04,0.0
2500,1926-11-05,0.0
2501,1926-11-06,0.0
2502,1926-11-07,15.2
2503,1926-11-08,0.0
2504,1926-11-09,27.4
2505,1926-11-10,12.3
2506,1926-11-11,21.5
2507,1926-11-12,16.3
2508,1926-11-13,0.0
2509,1926-11-14,11.4
2510,1926-11-15,0.0
2511,1926-11-16,0.0
2512,1926-11-17,0.0
2513,1926-11-18,0.0
2514,1926-11-19,0.0
2515,1926-11-20,0.0
2518,1926-11-23,0.0
2519,1926-11-24,0.0
2520,1926-11-25,0.0
2521,1926-11-26,0.0
2522,1926-11-27,0.0
2523,1926-11-28,0.0
2524,1926-11-29,11.2
2525,1926-11-30,0.0
2526,1926-12-01,0.0
2527,1926-12-02,0.0
2528,1926-12-03,0.0
2529,1926-12-04,0.0
2530,1926-12-05,0.0
2531,1926-12-06,0.0
2532,1926-12-07,0.0
2533,1926-12-08,0.0
2534,1926-12-09,0.0
2535,1926-12-10,0.0
2536,1926-12-11,0.0
2537,1926-12-12,0.0
2538,1926-12-13,0.0
2539,1926-12-14,0.0
2540,1926-12-15,0.0
2541,1926-12-16,0.0
2542,1926-12-17,0.0
2543,1926-12-18,0.0
2544,1926-12-19,0.0
2545,1926-12-20,0.0
2546,1926-12-21,0.0
2547,1926-12-22,0.0
2548,1926-12-23,0.0
2549,1926-12-24,0.0
2550,1926-12-25,0.0
2551,1926-12-26,14.5
2552,1926-12-27,0.0
2553,1926-12-28,0.0
2554,1926-12-29,0.0
2555,1926-12-30,0.0
2556,1926-12-31,0.0
2557,1927-01-01,0.0
2558,1927-01-02,0.0
2559,1927-01-03,0.0
2560,1927-01-04,0.0
2561,1927-01-05,0.0
2562,1927-01-06,0.0
2563,1927-01-07,0.0
2564,1927-01-08,0.0
2565,1927-01-09,0.0
2566,1927-01-10,0.0
2567,1927-01-11,5.3
2568,1927-01-12,10.4
2569,1927-01-13,8.2
2570,1927-01-14,0.0
2571,1927-01-15,0.0
2572,1927-01-16,0.0
2573,1927-01-17,0.0
2574,1927-01-18,0.0
2575,1927-01-19,0.0
2576,1927-01-20,0.0
2577,1927-01-21,0.0
2578,1927-01-22,0.0
2579,1927-01-23,0.0
2580,1927-01-24,0.0
2581,1927-01-25,0.0
2582,1927-01-26,0.0
2583,1927-01-27,0.0
2584,1927-01-28,0.0
2585,1927-01-29,0.0
2586,1927-01-30,0.0
2587,1927-01-31,0.0
2588,1927-02-01,0.0
2589,1927-02-02,0.0
2590,1927-02-03,0.0
2591,1927-02-04,0.0
2592,1927-02-05,0.0
2593,1927-02-06,0.0
2594,1927-02-07,17.3
2595,1927-02-08,0.0
2596,1927-02-09,0.0
2597,1927-02-10,0.0
2598,1927-02-11,0.0
2599,1927-02-12,0.0
2600,1927-02-13,0.0
2601,1927-02-14,0.0
2602,1927-02-15,0.0
2603,1927-02-16,0.0
2604,1927-02-17,0.0
2605,1927-02-18,0.0
2606,1927-02-19,0.0
2607,1927-02-20,0.0
2608,1927-02-21,0.0
2609,1927-02-22,0.0
2610,1927-02-23,0.0
2611,1927-02-24,0.0
2612,1927-02-25,0.0
2613,1927-02-26,0.0
2614,1927-02-27,0.0
2615,1927-02-28,0.0
2616,1927-03-01,0.0
2617,1927-03-02,0.0
2618,1927-03-03,0.0
2619,1927-03-04,17.5
2620,1927-03-05,0.0
2621,1927-03-06,0.0
2622,1927-03-07,0.0
2623,1927-03-08,0.0
2624,1927-03-09,0.0
2625,1927-03-10,0.0
2626,1927-03-11,0.0
2627,1927-03-12,0.0
2628,1927-03-13,0.0
2629,1927-03-14,0.0
2630,1927-03-15,14.3
2631,1927-03-16,21.4
2632,1927-03-17,0.0
2633,1927-03-18,11.3
2634,1927-03-19,44.5
2635,1927-03-20,12.2
2636,1927-03-21,10.3
2637,1927-03-22,17.2
2638,1927-03-23,11.4
2639,1927-03-24,48.3
2640,1927-03-25,9.4
2641,1927-03-26,0.0
2642,1927-03-27,0.0
2643,1927-03-28,0.0
2644,1927-03-29,23.5
2645,1927-03-30,0.0
2646,1927-03-31,0.0
2647,1927-04-01,0.0
2648,1927-04-02,0.0
2649,1927-04-03,0.0
2650,1927-04-04,0.0
2651,1927-04-05,0.0
2652,1927-04-06,0.0
2653,1927-04-07,0.0
2654,1927-04-08,0.0
2655,1927-04-09,0.0
2656,1927-04-10,0.0
2657,1927-04-11,0.0
2658,1927-04-12,8.3
2659,1927-04-13,25.2
2660,1927-04-14,27.5
2661,1927-04-15,62.3
2662,1927-04-16,41.4
2663,1927-04-17,45.2
2664,1927-04-18,0.0
2665,1927-04-19,0.0
2666,1927-04-20,0.0
2667,1927-04-21,11.2
2668,1927-04-22,0.0
2669,1927-04-23,0.0
2670,1927-04-24,0.0
2671,1927-04-25,0.0
2672,1927-04-26,0.0
2673,1927-04-27,15.3
2674,1927-04-28,0.0
2675,1927-04-29,42.5
2676,1927-04-30,0.0
2677,1927-05-01,0.0
2678,1927-05-02,12.3
2679,1927-05-03,35.4
2680,1927-05-04,0.0
2681,1927-05-05,14.2
2682,1927-05-06,19.3
2683,1927-05-07,28.5
2684,1927-05-08,14.3
2685,1927-05-09,32.5
2686,1927-05-10,16.2
2687,1927-05-11,0.0
2688,1927-05-12,0.0
2689,1927-05-13,0.0
2690,1927-05-14,0.0
2691,1927-05-15,34.3
2692,1927-05-16,43.2
2693,1927-05-17,24.5
2694,1927-05-18,0.0
2695,1927-05-19,42.3
2696,1927-05-20,0.0
2697,1927-05-21,33.4
2698,1927-05-22,0.0
2699,1927-05-23,0.0
2700,1927-05-24,0.0
2701,1927-05-25,15.2
2702,1927-05-26,0.0
2703,1927-05-27,12.4
2704,1927-05-28,11.3
2705,1927-05-29,48.5
2706,1927-05-30,23.3
2707,1927-05-31,22.4
2708,1927-06-01,17.3
2709,1927-06-02,24.3
2710,1927-06-03,16.4
2711,1927-06-04,0.0
2712,1927-06-05,12.3
2713,1927-06-06,23.5
2714,1927-06-07,14.2
2715,1927-06-08,27.3
2716,1927-06-09,0.0
2717,1927-06-10,22.4
2718,1927-06-11,0.0
2719,1927-06-12,0.0
2720,1927-06-13,0.0
2721,1927-06-14,0.0
2722,1927-06-15,0.0
2723,1927-06-16,0.0
2724,1927-06-17,0.0
2725,1927-06-18,15.2
2726,1927-06-19,37.5
2727,1927-06-20,37.3
2728,1927-06-21,0.0
2729,1927-06-22,0.0
2730,1927-06-23,0.0
2731,1927-06-24,0.0
2732,1927-06-25,0.0
2733,1927-06-26,23.5
2734,1927-06-27,34.2
2735,1927-06-28,15.3
2736,1927-06-29,26.4
2737,1927-06-30,43.3
2738,1927-07-01,0.0
2739,1927-07-02,17.2
2740,1927-07-03,32.5
2741,1927-07-04,14.3
2742,1927-07-05,0.0
2743,1927-07-06,21.3
2744,1927-07-07,19.4
2746,1927-07-09,11.5
2747,1927-07-10,23.2
2748,1927-07-11,26.3
2749,1927-07-12,0.0
2750,1927-07-13,0.0
2751,1927-07-14,0.0
2752,1927-07-15,34.2
2753,1927-07-16,0.0
2754,1927-07-17,23.5
2755,1927-07-18,0.0
2756,1927-07-19,0.0
2757,1927-07-20,0.0
2758,1927-07-21,11.3
2759,1927-07-22,34.2
2760,1927-07-23,0.0
2761,1927-07-24,0.0
2762,1927-07-25,0.0
2763,1927-07-26,0.0
2764,1927-07-27,0.0
2765,1927-07-28,19.5
2766,1927-07-29,43.2
2767,1927-07-30,10.4
2768,1927-07-31,22.3
2769,1927-08-01,15.4
2770,1927-08-02,0.0
2771,1927-08-03,27.5
2772,1927-08-04,7.3
2773,1927-08-05,0.0
2774,1927-08-06,0.0
2775,1927-08-07,11.2
2776,1927-08-08,57.5
2777,1927-08-09,35.4
2778,1927-08-10,32.3
2779,1927-08-11,26.5
2780,1927-08-12,21.4
2781,1927-08-13,16.4
2782,1927-08-14,11.5
2783,1927-08-15,0.0
2784,1927-08-16,49.3
2785,1927-08-17,26.2
2786,1927-08-18,23.5
2787,1927-08-19,49.3
2788,1927-08-20,0.0
2789,1927-08-21,0.0
2790,1927-08-22,28.2
2791,1927-08-23,47.3
2792,1927-08-24,42.5
2793,1927-08-25,0.0
2794,1927-08-26,0.0
2795,1927-08-27,15.4
2796,1927-08-28,38.2
2797,1927-08-29,7.4
2798,1927-08-30,36.3
2799,1927-08-31,44.5
2800,1927-09-01,0.0
2801,1927-09-02,0.0
2802,1927-09-03,0.0
2803,1927-09-04,0.0
2804,1927-09-05,34.5
2805,1927-09-06,47.3
2806,1927-09-07,35.4
2807,1927-09-08,49.3
2808,1927-09-09,0.0
2809,1927-09-10,38.4
2810,1927-09-11,0.0
2811,1927-09-12,0.0
2812,1927-09-13,0.0
2813,1927-09-14,27.3
2814,1927-09-15,0.0
2815,1927-09-16,35.4
2816,1927-09-17,42.3
2817,1927-09-18,37.5
2818,1927-09-19,0.0
2819,1927-09-20,25.3
2820,1927-09-21,28.2
2821,1927-09-22,46.4
2822,1927-09-23,24.5
2823,1927-09-24,27.3
2824,1927-09-25,16.4
2825,1927-09-26,22.3
2826,1927-09-27,29.4
2827,1927-09-28,32.3
2828,1927-09-29,0.0
2829,1927-09-30,0.0
2830,1927-10-01,0.0
2831,1927-10-02,0.0
2832,1927-10-03,32.4
2833,1927-10-04,11.5
2834,1927-10-05,0.0
2835,1927-10-06,22.3
2836,1927-10-07,0.0
2837,1927-10-08,60.9
2838,1927-10-09,24.2
2839,1927-10-10,11.4
2840,1927-10-11,0.0
2841,1927-10-12,49.5
2842,1927-10-13,47.4
2843,1927-10-14,36.3
2844,1927-10-15,21.4
2845,1927-10-16,0.0
2846,1927-10-17,0.0
2847,1927-10-18,0.0
2848,1927-10-19,0.0
2849,1927-10-20,0.0
2850,1927-10-21,34.3
2851,1927-10-22,26.5
2852,1927-10-23,32.4
2853,1927-10-24,21.3
2854,1927-10-25,0.0
2855,1927-10-26,16.5
2856,1927-10-27,0.0
2857,1927-10-28,27.3
2858,1927-10-29,0.0
2859,1927-10-30,17.4
2860,1927-10-31,0.0
2861,1927-11-01,0.0
2862,1927-11-02,0.0
2863,1927-11-03,0.0
2864,1927-11-04,0.0
2865,1927-11-05,0.0
2866,1927-11-06,0.0
2867,1927-11-07,0.0
2868,1927-11-08,0.0
2869,1927-11-09,0.0
2870,1927-11-10,27.4
2871,1927-11-11,22.3
2872,1927-11-12,0.0
2873,1927-11-13,0.0
2874,1927-11-14,15.4
2875,1927-11-15,40.5
2876,1927-11-16,0.0
2877,1927-11-17,0.0
2878,1927-11-18,0.0
2879,1927-11-19,32.4
2880,1927-11-20,14.3
2881,1927-11-21,16.2
2882,1927-11-22,0.0
2883,1927-11-23,0.0
2884,1927-11-24,0.0
2885,1927-11-25,43.4
2886,1927-11-26,18.2
2887,1927-11-27,0.0
2888,1927-11-28,0.0
2889,1927-11-29,0.0
2890,1927-11-30,0.0
2891,1927-12-01,0.0
2892,1927-12-02,0.0
2893,1927-12-03,0.0
2894,1927-12-04,0.0
2895,1927-12-05,0.0
2896,1927-12-06,0.0
2897,1927-12-07,0.0
2898,1927-12-08,0.0
2899,1927-12-09,0.0
2900,1927-12-10,0.0
2901,1927-12-11,0.0
2902,1927-12-12,0.0
2903,1927-12-13,23.4
2904,1927-12-14,0.0
2905,1927-12-15,0.0
2906,1927-12-16,0.0
2907,1927-12-17,0.0
2908,1927-12-18,0.0
2909,1927-12-19,0.0
2910,1927-12-20,0.0
2911,1927-12-21,0.0
2912,1927-12-22,0.0
2913,1927-12-23,0.0
2914,1927-12-24,0.0
2915,1927-12-25,0.0
2916,1927-12-26,0.0
2917,1927-12-27,0.0
2918,1927-12-28,0.0
2919,1927-12-29,0.0
2920,1927-12-30,0.0
2921,1927-12-31,0.0
2922,1928-01-01,0.0
2923,1928-01-02,0.0
2924,1928-01-03,0.0
2925,1928-01-04,0.0
2926,1928-01-05,0.0
2927,1928-01-06,0.0
2928,1928-01-07,0.0
2929,1928-01-08,0.0
2930,1928-01-09,0.0
2931,1928-01-10,0.0
2932,1928-01-11,0.0
2933,1928-01-12,0.0
2934,1928-01-13,0.0
2935,1928-01-14,0.0
2936,1928-01-15,0.0
2937,1928-01-16,0.0
2938,1928-01-17,0.0
2939,1928-01-18,0.0
2940,1928-01-19,0.0
2941,1928-01-20,0.0
2942,1928-01-21,0.0
2943,1928-01-22,0.0
2944,1928-01-23,0.0
2945,1928-01-24,0.0
2946,1928-01-25,0.0
2947,1928-01-26,0.0
2948,1928-01-27,0.0
2949,1928-01-28,0.0
2950,1928-01-29,0.0
2951,1928-01-30,0.0
2952,1928-01-31,28.3
2953,1928-02-01,0.0
2954,1928-02-02,29.5
2955,1928-02-03,23.2
2956,1928-02-04,0.0
2957,1928-02-05,0.0
2958,1928-02-06,0.0
2959,1928-02-07,0.0
2960,1928-02-08,0.0
2961,1928-02-09,0.0
2962,1928-02-10,0.0
2963,1928-02-11,0.0
2964,1928-02-12,0.0
2965,1928-02-13,0.0
2966,1928-02-14,0.0
2967,1928-02-15,0.0
2968,1928-02-16,0.0
2969,1928-02-17,0.0
2970,1928-02-18,0.0
2971,1928-02-19,0.0
2972,1928-02-20,0.0
2973,1928-02-21,0.0
2974,1928-02-22,0.0
2975,1928-02-23,0.0
2976,1928-02-24,0.0
2977,1928-02-25,0.0
2978,1928-02-26,0.0
2979,1928-02-27,0.0
2980,1928-02-28,12.3
2981,1928-02-29,11.5
2982,1928-03-01,14.2
2983,1928-03-02,23.3
2984,1928-03-03,0.0
2985,1928-03-04,7.2
2986,1928-03-05,9.3
2987,1928-03-06,0.0
2988,1928-03-07,0.0
2989,1928-03-08,23.4
2990,1928-03-09,0.0
2991,1928-03-10,25.4
2992,1928-03-11,0.0
2993,1928-03-12,0.0
2994,1928-03-13,0.0
2995,1928-03-14,24.2
2996,1928-03-15,47.3
2997,1928-03-16,0.0
2998,1928-03-17,0.0
2999,1928-03-18,0.0
3000,1928-03-19,11.3
3001,1928-03-20,16.4
3002,1928-03-21,0.0
3003,1928-03-22,29.2
3004,1928-03-23,0.0
3005,1928-03-24,0.0
3006,1928-03-25,0.0
3007,1928-03-26,0.0
